location,country,year,tax,gini
DOM,Dominican Republic,2014,63.170874,43.4
DOM,Dominican Republic,2015,66.119658,43.1
DOM,Dominican Republic,2016,65.14314300000001,42.9
DOM,Dominican Republic,2017,63.921527000000005,42.7
DOM,Dominican Republic,2018,64.35368199999999,42.6
ECU,Ecuador,1994,59.740646,49.0
ECU,Ecuador,1995,56.220449,49.1
ECU,Ecuador,1996,56.850126,49.2
ECU,Ecuador,1997,62.454937,49.4
ECU,Ecuador,1998,64.224563,49.5
ECU,Ecuador,1999,80.420315,49.8
ECU,Ecuador,2000,75.723802,49.7
ECU,Ecuador,2001,65.977104,49.4
ECU,Ecuador,2002,61.973133999999995,49.0
ECU,Ecuador,2003,58.794616000000005,48.7
ECU,Ecuador,2004,57.54791899999999,48.4
ECU,Ecuador,2005,56.821399,47.9
ECU,Ecuador,2006,53.766873,47.4
ECU,Ecuador,2007,52.892656,46.8
ECU,Ecuador,2008,50.314239,45.9
ECU,Ecuador,2009,51.777574,45.1
ECU,Ecuador,2010,54.485937,44.3
ECU,Ecuador,2011,48.43477,43.6
ECU,Ecuador,2012,51.93522,43.0
ECU,Ecuador,2013,53.351393,42.7
ECU,Ecuador,2014,53.009781999999994,42.3
ECU,Ecuador,2015,52.000181,42.1
ECU,Ecuador,2016,50.789592,42.0
ECU,Ecuador,2017,52.206497,41.9
ECU,Ecuador,2018,49.877675,42.0
SLV,El Salvador,1991,50.399269,46.5
SLV,El Salvador,1992,57.577884999999995,46.5
SLV,El Salvador,1993,57.932444,46.6
SLV,El Salvador,1994,55.148559999999996,46.5
SLV,El Salvador,1995,55.482452,46.5
SLV,El Salvador,1996,55.917481,46.5
SLV,El Salvador,1997,54.729372999999995,46.5
SLV,El Salvador,1998,53.746570999999996,46.5
SLV,El Salvador,1999,54.849553,46.5
SLV,El Salvador,2000,54.114321,46.4
SLV,El Salvador,2001,57.060924,46.1
SLV,El Salvador,2002,57.7817,45.7
SLV,El Salvador,2003,58.853205,45.1
SLV,El Salvador,2004,58.746087,44.4
SLV,El Salvador,2005,58.451715,43.8
SLV,El Salvador,2006,58.031431000000005,43.1
SLV,El Salvador,2007,55.969563,42.5
SLV,El Salvador,2008,55.126079000000004,42.1
SLV,El Salvador,2009,52.717380000000006,41.5
SLV,El Salvador,2010,54.813148,40.8
SLV,El Salvador,2011,54.56841899999999,40.1
SLV,El Salvador,2012,53.674491,39.7
SLV,El Salvador,2013,51.307188000000004,39.4
SLV,El Salvador,2014,49.819784999999996,38.9
SLV,El Salvador,2015,49.219823,38.5
SLV,El Salvador,2016,48.948846,38.2
SLV,El Salvador,2017,49.631043,38.1
SLV,El Salvador,2018,50.243966,38.0
EST,Estonia,1995,35.006440000000005,33.6
EST,Estonia,1996,38.007552000000004,34.0
EST,Estonia,1997,38.813217,34.4
EST,Estonia,1998,35.676007,34.8
EST,Estonia,1999,35.139953000000006,35.0
EST,Estonia,2000,38.830888,35.0
EST,Estonia,2001,40.031625,34.7
EST,Estonia,2002,39.526161,34.5
EST,Estonia,2003,38.567256,34.4
EST,Estonia,2004,40.090509000000004,34.0
EST,Estonia,2005,41.244945,33.5
EST,Estonia,2006,42.894293,33.0
EST,Estonia,2007,41.939375,32.2
EST,Estonia,2008,37.417144,31.9
EST,Estonia,2009,40.638621,31.9
EST,Estonia,2010,40.231694,32.2
EST,Estonia,2011,41.697796000000004,32.6
EST,Estonia,2012,42.391082,32.9
EST,Estonia,2013,41.207463,33.2
EST,Estonia,2014,41.8076,33.0
EST,Estonia,2015,41.883327,32.4
EST,Estonia,2016,42.923815000000005,31.8
EST,Estonia,2017,42.593689000000005,31.4
GHA,Ghana,2000,61.664885999999996,41.7
GHA,Ghana,2001,60.853770999999995,41.9
GHA,Ghana,2002,60.270213,42.1
GHA,Ghana,2003,63.243458999999994,42.3
GHA,Ghana,2004,64.094965,42.4
GHA,Ghana,2005,66.36858199999999,42.6
GHA,Ghana,2006,63.468931000000005,42.7
GHA,Ghana,2007,62.350917,42.8
GHA,Ghana,2008,61.481429000000006,42.9
GHA,Ghana,2009,54.150767,43.0
GHA,Ghana,2010,55.278672,43.2
GHA,Ghana,2011,54.50184399999999,43.3
GHA,Ghana,2012,52.409597999999995,43.4
GHA,Ghana,2013,52.77662900000001,43.4
GHA,Ghana,2014,51.725975,43.5
GHA,Ghana,2015,58.916909,43.5
GHA,Ghana,2016,63.79806,43.5
GTM,Guatemala,1990,57.485804,50.3
GTM,Guatemala,1991,53.723054000000005,50.2
GTM,Guatemala,1992,62.008559999999996,50.1
GTM,Guatemala,1993,61.10215,50.1
GTM,Guatemala,1994,64.695936,50.0
GTM,Guatemala,1995,62.908475,49.9
GTM,Guatemala,1996,61.258731999999995,49.9
GTM,Guatemala,1997,62.381579,49.8
GTM,Guatemala,1998,63.313576,49.8
GTM,Guatemala,1999,63.292405,49.7
GTM,Guatemala,2000,63.380726,49.7
GTM,Guatemala,2001,63.238618,49.5
GTM,Guatemala,2002,62.290672,49.3
GTM,Guatemala,2003,61.685314,48.7
GTM,Guatemala,2004,62.50190500000001,48.0
GTM,Guatemala,2005,60.865056,47.7
GTM,Guatemala,2006,59.274803000000006,47.4
GTM,Guatemala,2007,60.440855000000006,47.2
GTM,Guatemala,2008,58.519608,47.0
GTM,Guatemala,2009,56.407225,46.8
GTM,Guatemala,2010,57.133814,46.6
GTM,Guatemala,2011,55.201725,46.2
GTM,Guatemala,2012,54.687204,45.3
GTM,Guatemala,2013,53.186347999999995,44.4
GTM,Guatemala,2014,52.048646000000005,43.4
HND,Honduras,1990,66.16121,49.0
HND,Honduras,1991,65.730603,48.8
HND,Honduras,1992,61.744735999999996,48.8
HND,Honduras,1993,60.48205,48.9
HND,Honduras,1994,62.925357,49.1
HND,Honduras,1995,58.670556000000005,49.2
HND,Honduras,1996,58.854812,49.2
HND,Honduras,1997,58.911999,49.2
HND,Honduras,1998,63.965722,49.3
HND,Honduras,1999,68.250058,49.6
HND,Honduras,2000,67.96335400000001,50.1
HND,Honduras,2001,66.260566,50.6
HND,Honduras,2002,63.777028,51.1
HND,Honduras,2003,61.238539,51.5
HND,Honduras,2004,59.01850699999999,51.8
HND,Honduras,2005,57.720434,51.8
HND,Honduras,2006,57.925012,51.5
HND,Honduras,2007,56.781372999999995,51.1
HND,Honduras,2008,55.750156999999994,50.6
HND,Honduras,2009,53.30465699999999,50.0
HND,Honduras,2010,53.52817099999999,49.8
HND,Honduras,2011,54.909057999999995,49.6
HND,Honduras,2012,52.389138,49.3
HND,Honduras,2013,50.113514,48.7
HND,Honduras,2014,53.696528,48.1
HND,Honduras,2015,54.459359,47.6
HND,Honduras,2016,53.072759,47.5
HND,Honduras,2017,52.916629,47.5
HND,Honduras,2018,52.236645,47.5
IDN,Indonesia,1997,47.565308,42.1
IDN,Indonesia,1998,47.124235999999996,41.9
IDN,Indonesia,1999,41.399932,41.8
IDN,Indonesia,2000,44.735333000000004,41.8
IDN,Indonesia,2001,42.247256,41.9
IDN,Indonesia,2002,44.033902000000005,42.1
IDN,Indonesia,2003,44.000833,42.5
IDN,Indonesia,2004,47.552543,42.8
IDN,Indonesia,2005,39.929840000000006,43.2
IDN,Indonesia,2006,39.976759,43.6
IDN,Indonesia,2007,41.854745,44.1
IDN,Indonesia,2008,42.258136,44.5
IDN,Indonesia,2009,40.440853999999995,45.0
IDN,Indonesia,2010,41.78219,45.6
IDN,Indonesia,2011,42.900690999999995,46.1
IDN,Indonesia,2012,44.835869,46.6
IDN,Indonesia,2013,45.392055,46.9
IDN,Indonesia,2014,44.437478000000006,47.1
IDN,Indonesia,2015,43.258237,47.2
IDN,Indonesia,2016,39.768229999999996,47.2
IDN,Indonesia,2017,43.032893,47.2
IDN,Indonesia,2018,42.104603999999995,47.2
ISR,Israel,1995,36.508184,32.8
ISR,Israel,1996,37.15462,33.2
ISR,Israel,1997,35.982663,33.5
ISR,Israel,1998,35.243666999999995,33.8
ISR,Israel,1999,35.740489000000004,34.2
ISR,Israel,2000,33.129529999999995,34.5
ISR,Israel,2001,32.990583,34.8
ISR,Israel,2002,35.705977000000004,35.2
ISR,Israel,2003,36.255611,35.6
ISR,Israel,2004,36.387028,35.9
ISR,Israel,2005,35.5845,36.3
ISR,Israel,2006,34.259,36.4
ISR,Israel,2007,34.883096,36.6
ISR,Israel,2008,36.908491999999995,36.6
ISR,Israel,2009,38.856173,36.6
ISR,Israel,2010,39.414659,36.8
ISR,Israel,2011,38.857839,36.7
ISR,Israel,2012,38.728214,36.6
ISR,Israel,2013,38.463152,36.1
ISR,Israel,2014,39.145243,35.8
ISR,Israel,2015,37.961323,35.4
ISR,Israel,2016,37.829549,35.0
ISR,Israel,2017,34.643421999999994,34.8
ISR,Israel,2018,36.461081,34.8
JAM,Jamaica,1990,36.442459,41.3
JAM,Jamaica,1991,44.587509999999995,41.2
JAM,Jamaica,1992,48.256021000000004,41.2
JAM,Jamaica,1993,51.486063,41.1
JAM,Jamaica,1994,48.800706,41.2
JAM,Jamaica,1995,52.218384,41.2
JAM,Jamaica,1996,49.532354,41.3
JAM,Jamaica,1997,50.249971,41.4
JAM,Jamaica,1998,51.102194,41.4
JAM,Jamaica,1999,51.429486,41.5
JAM,Jamaica,2000,50.05775,41.5
JAM,Jamaica,2001,50.809228000000004,41.6
JAM,Jamaica,2002,50.395321,41.6
JAM,Jamaica,2003,47.675606,41.5
JAM,Jamaica,2004,45.480244,41.4
JAM,Jamaica,2005,47.234339,41.2
JAM,Jamaica,2006,46.694631,41.1
JAM,Jamaica,2007,46.318298,40.9
JAM,Jamaica,2008,45.766165,40.7
JAM,Jamaica,2009,46.290693,40.6
JAM,Jamaica,2010,52.08083,40.6
JAM,Jamaica,2011,51.674368,40.5
JAM,Jamaica,2012,53.304904,40.4
JAM,Jamaica,2013,54.680055,40.3
JAM,Jamaica,2014,55.610094999999994,40.2
JAM,Jamaica,2015,56.307961999999996,40.1
JAM,Jamaica,2016,57.46634399999999,40.0
KAZ,Kazakhstan,1998,58.677587,29.3
KAZ,Kazakhstan,1999,41.728856,29.3
KAZ,Kazakhstan,2000,34.658184999999996,29.3
KAZ,Kazakhstan,2001,36.404036,29.3
KAZ,Kazakhstan,2002,37.145108,29.2
KAZ,Kazakhstan,2003,39.235982,29.0
KAZ,Kazakhstan,2004,36.989065999999994,28.8
KAZ,Kazakhstan,2005,35.07655,28.5
KAZ,Kazakhstan,2006,34.23332,28.2
KAZ,Kazakhstan,2007,33.772975,27.9
KAZ,Kazakhstan,2008,36.345155,27.6
KAZ,Kazakhstan,2009,40.214085,27.3
KAZ,Kazakhstan,2010,50.179930999999996,27.0
KAZ,Kazakhstan,2011,53.381204000000004,26.8
KAZ,Kazakhstan,2012,52.755410999999995,26.7
KAZ,Kazakhstan,2013,54.826218999999995,26.6
KAZ,Kazakhstan,2014,52.659521999999996,26.4
KAZ,Kazakhstan,2015,46.477958,26.4
KAZ,Kazakhstan,2016,48.132917,26.3
KAZ,Kazakhstan,2017,51.059523,26.3
KAZ,Kazakhstan,2018,50.646963,26.4
KEN,Kenya,2001,68.42139499999999,47.1
KEN,Kenya,2002,66.140617,47.0
KEN,Kenya,2003,63.937631999999994,46.9
KEN,Kenya,2004,63.458504000000005,46.9
KEN,Kenya,2005,62.31054399999999,46.8
KEN,Kenya,2006,59.713917,46.7
KEN,Kenya,2007,61.285004,46.6
KEN,Kenya,2008,56.372953,46.5
KEN,Kenya,2009,57.771094999999995,46.5
KEN,Kenya,2010,57.072136,46.4
KEN,Kenya,2011,55.349515000000004,46.3
KEN,Kenya,2012,51.617209,46.3
KEN,Kenya,2013,48.968106,46.2
KEN,Kenya,2014,51.185555,46.2
KEN,Kenya,2015,50.914691,46.1
LVA,Latvia,1995,37.728475,30.0
LVA,Latvia,1996,38.291375,30.6
LVA,Latvia,1997,38.695337,31.2
LVA,Latvia,1998,39.587959999999995,31.7
LVA,Latvia,1999,38.085211,32.3
LVA,Latvia,2000,38.599637,32.8
LVA,Latvia,2001,37.685493,33.3
LVA,Latvia,2002,37.406688,33.8
LVA,Latvia,2003,39.825435999999996,34.4
LVA,Latvia,2004,39.052512,34.8
LVA,Latvia,2005,41.150386,35.1
LVA,Latvia,2006,40.989751,35.2
LVA,Latvia,2007,39.6015,35.4
LVA,Latvia,2008,36.72055,35.5
LVA,Latvia,2009,39.966644,35.5
LVA,Latvia,2010,41.30131,35.5
LVA,Latvia,2011,40.679608,35.5
LVA,Latvia,2012,41.0747,35.4
LVA,Latvia,2013,42.134924,35.2
LVA,Latvia,2014,42.691309999999994,35.1
LVA,Latvia,2015,43.383615999999996,34.9
LVA,Latvia,2016,43.717897,34.9
LVA,Latvia,2017,43.043223,34.9
LVA,Latvia,2018,44.478660999999995,34.9
MYS,Malaysia,1990,52.879667000000005,44.6
MYS,Malaysia,1991,50.930403000000005,44.5
MYS,Malaysia,1992,48.332576,44.4
MYS,Malaysia,1993,49.0185,44.3
MYS,Malaysia,1994,47.990014,44.1
MYS,Malaysia,1995,47.339892,44.0
MYS,Malaysia,1996,47.117089,43.9
MYS,Malaysia,1997,45.161558,43.8
MYS,Malaysia,1998,36.354588,43.6
MYS,Malaysia,1999,42.062686,43.5
MYS,Malaysia,2000,39.754129,43.3
MYS,Malaysia,2001,33.213177,43.1
MYS,Malaysia,2002,35.181340000000006,43.0
MYS,Malaysia,2003,35.296375,42.8
MYS,Malaysia,2004,33.89954,42.6
MYS,Malaysia,2005,34.722639,42.3
MYS,Malaysia,2006,29.829311999999998,42.2
MYS,Malaysia,2007,27.882312,42.1
MYS,Malaysia,2008,27.610819,41.9
MYS,Malaysia,2009,26.971999,41.7
MYS,Malaysia,2010,28.411302000000003,41.5
MYS,Malaysia,2011,24.491498999999997,41.3
MYS,Malaysia,2012,23.44667,41.2
MYS,Malaysia,2013,23.533889000000002,41.0
MYS,Malaysia,2014,23.614807,40.9
MYS,Malaysia,2015,32.960558,40.9
MYS,Malaysia,2016,35.599756,40.9
MUS,Mauritius,1990,72.99180600000001,37.5
MUS,Mauritius,1991,72.5183,37.5
MUS,Mauritius,1992,72.05878100000001,37.5
MUS,Mauritius,1993,73.223612,37.5
MUS,Mauritius,1994,74.546283,37.5
MUS,Mauritius,1995,70.276706,37.5
MUS,Mauritius,1996,68.81355699999999,37.5
MUS,Mauritius,1997,70.62514399999999,37.6
MUS,Mauritius,1998,71.912243,37.6
MUS,Mauritius,1999,72.884869,37.6
MUS,Mauritius,2000,74.569452,37.6
MUS,Mauritius,2001,72.534143,37.6
MUS,Mauritius,2002,72.081508,37.6
MUS,Mauritius,2003,74.113251,37.7
MUS,Mauritius,2004,74.076753,37.7
MUS,Mauritius,2005,72.643614,37.7
MUS,Mauritius,2006,69.160291,37.8
MUS,Mauritius,2007,70.675715,37.8
MUS,Mauritius,2008,67.811849,37.8
MUS,Mauritius,2009,61.8157,37.9
MUS,Mauritius,2010,64.406143,38.0
MUS,Mauritius,2011,67.393338,38.0
MUS,Mauritius,2012,67.51791700000001,38.1
MUS,Mauritius,2013,66.958931,38.1
MUS,Mauritius,2014,65.131125,38.1
MUS,Mauritius,2015,64.90115300000001,38.1
MUS,Mauritius,2016,64.749112,38.2
MUS,Mauritius,2017,63.601032,38.1
MAR,Morocco,2000,52.100046,40.9
MAR,Morocco,2001,50.454144,41.0
MAR,Morocco,2002,50.117062,41.0
MAR,Morocco,2003,47.559971999999995,41.0
MAR,Morocco,2004,46.748129999999996,41.0
MAR,Morocco,2005,45.465309000000005,41.0
MAR,Morocco,2006,45.203441999999995,41.1
MAR,Morocco,2007,46.00271,41.1
MAR,Morocco,2008,44.321102,41.0
MAR,Morocco,2009,44.262406,41.1
MAR,Morocco,2010,46.723471,41.1
MAR,Morocco,2011,45.436938,41.0
MAR,Morocco,2012,43.78007,41.0
MAR,Morocco,2013,43.869908,41.0
MAR,Morocco,2014,42.030843,41.0
NIC,Nicaragua,1993,64.039078,50.4
NIC,Nicaragua,1994,64.546371,50.2
NIC,Nicaragua,1995,63.232026,50.0
NIC,Nicaragua,1996,62.634026,49.7
NIC,Nicaragua,1997,64.80487,49.5
NIC,Nicaragua,1998,66.263037,49.2
NIC,Nicaragua,1999,64.640026,48.8
NIC,Nicaragua,2000,60.044355,48.3
NIC,Nicaragua,2001,55.532278000000005,47.9
NIC,Nicaragua,2002,55.28846899999999,47.3
NIC,Nicaragua,2003,53.022813,46.8
NIC,Nicaragua,2004,57.957763,46.2
NIC,Nicaragua,2005,58.020949,45.6
NIC,Nicaragua,2006,57.078745999999995,45.1
NIC,Nicaragua,2007,56.262874,44.5
NIC,Nicaragua,2008,54.23148199999999,44.0
NIC,Nicaragua,2009,51.011416,43.5
NIC,Nicaragua,2010,52.405691,43.4
NIC,Nicaragua,2011,51.509943,43.3
NIC,Nicaragua,2012,51.481665,43.3
NIC,Nicaragua,2013,50.190295,43.2
NIC,Nicaragua,2014,48.566345,43.2
NER,Niger,2000,71.993868,39.7
NER,Niger,2001,75.30400300000001,39.8
NER,Niger,2002,75.202837,39.8
NER,Niger,2003,69.893814,39.8
NER,Niger,2004,70.83138199999999,39.8
NER,Niger,2005,72.712369,39.8
NER,Niger,2006,69.583764,39.6
NER,Niger,2007,68.488298,39.3
NER,Niger,2008,62.42625699999999,39.0
NER,Niger,2009,58.277538,38.8
NER,Niger,2010,62.881730000000005,38.5
NER,Niger,2011,61.235203000000006,38.3
NER,Niger,2012,55.68069200000001,38.2
NER,Niger,2013,49.35911,38.1
NER,Niger,2014,55.904918,38.0
PAN,Panama,1990,39.019943,50.8
PAN,Panama,1991,37.144079999999995,51.0
PAN,Panama,1992,39.320085,51.0
PAN,Panama,1993,35.101303,51.0
PAN,Panama,1994,34.856053,51.0
PAN,Panama,1995,32.918595,51.1
PAN,Panama,1996,32.632451,51.1
PAN,Panama,1997,33.073085999999996,51.2
PAN,Panama,1998,35.497806,51.0
PAN,Panama,1999,34.092708,50.9
PAN,Panama,2000,31.332953999999997,51.0
PAN,Panama,2001,30.249361999999998,50.9
PAN,Panama,2002,31.172859999999996,50.8
PAN,Panama,2003,34.263621,50.5
PAN,Panama,2004,33.385884000000004,50.0
PAN,Panama,2005,32.155962,49.5
PAN,Panama,2006,32.14093,49.1
PAN,Panama,2007,32.055842999999996,48.5
PAN,Panama,2008,32.235690999999996,48.2
PAN,Panama,2009,31.191986,47.7
PAN,Panama,2010,33.715144,47.3
PAN,Panama,2011,35.582654,47.2
PAN,Panama,2012,33.822747,47.0
PAN,Panama,2013,31.574877,46.7
PAN,Panama,2014,32.978412,46.6
PAN,Panama,2015,32.475615000000005,46.5
PAN,Panama,2016,31.518596000000002,46.4
PAN,Panama,2017,30.725203000000004,46.3
PAN,Panama,2018,29.024479,46.3
PRY,Paraguay,1990,75.70617800000001,43.3
PRY,Paraguay,1991,74.874935,44.8
PRY,Paraguay,1992,71.571023,46.2
PRY,Paraguay,1993,74.325097,47.7
PRY,Paraguay,1994,72.87299200000001,49.2
PRY,Paraguay,1995,74.684285,50.6
PRY,Paraguay,1996,74.057055,50.4
PRY,Paraguay,1997,76.38624200000001,50.0
PRY,Paraguay,1998,76.26500300000001,49.8
PRY,Paraguay,1999,54.070951,49.7
PRY,Paraguay,2000,58.004360999999996,49.8
PRY,Paraguay,2001,61.220879000000004,49.7
PRY,Paraguay,2002,58.592530000000004,49.9
PRY,Paraguay,2003,61.48448199999999,49.4
PRY,Paraguay,2004,61.426221999999996,48.3
PRY,Paraguay,2005,60.938429000000006,47.5
PRY,Paraguay,2006,60.13389599999999,47.3
PRY,Paraguay,2007,60.187113000000004,46.8
PRY,Paraguay,2008,60.026385999999995,46.3
PRY,Paraguay,2009,55.621502,45.9
PRY,Paraguay,2010,60.580296,46.3
PRY,Paraguay,2011,59.265578000000005,46.4
PRY,Paraguay,2012,56.319458,45.3
PRY,Paraguay,2013,56.429048,45.5
PRY,Paraguay,2014,54.049820999999994,45.5
PRY,Paraguay,2015,55.310089000000005,44.6
PRY,Paraguay,2016,55.51308,44.9
PRY,Paraguay,2017,54.793082999999996,44.7
PRY,Paraguay,2018,55.894133,44.6
PER,Peru,1990,71.375348,52.9
PER,Peru,1991,66.381805,52.9
PER,Peru,1992,64.56201800000001,52.8
PER,Peru,1993,64.88063199999999,52.7
PER,Peru,1994,64.410112,52.6
PER,Peru,1995,64.014028,52.6
PER,Peru,1996,60.475638000000004,52.5
PER,Peru,1997,60.186392000000005,52.4
PER,Peru,1998,59.989792,52.4
PER,Peru,1999,61.894601,52.2
PER,Peru,2000,60.771828,51.5
PER,Peru,2001,57.629927,51.6
PER,Peru,2002,60.028636,51.9
PER,Peru,2003,59.162031999999996,52.0
PER,Peru,2004,58.146253,51.7
PER,Peru,2005,55.777126,51.2
PER,Peru,2006,48.765728,50.6
PER,Peru,2007,45.86652,49.6
PER,Peru,2008,47.039702,48.5
PER,Peru,2009,48.613346,47.7
PER,Peru,2010,48.635646,46.7
PER,Peru,2011,45.452597,45.7
PER,Peru,2012,44.103602,45.3
PER,Peru,2013,44.921168,45.1
PER,Peru,2014,45.368078000000004,44.3
PER,Peru,2015,48.166643,44.3
PER,Peru,2016,45.536219,44.4
PER,Peru,2017,47.064665000000005,44.3
PER,Peru,2018,48.093024,44.2
PHL,Philippines,1994,53.687419999999996,42.5
PHL,Philippines,1995,53.817395,42.6
PHL,Philippines,1996,52.742397,42.6
PHL,Philippines,1997,50.23154,42.6
PHL,Philippines,1998,45.31051,42.6
PHL,Philippines,1999,44.265438,42.5
PHL,Philippines,2000,42.038744,42.5
PHL,Philippines,2001,41.137817,42.4
PHL,Philippines,2002,39.902104,42.3
PHL,Philippines,2003,41.128001,42.2
PHL,Philippines,2004,40.366034,42.1
PHL,Philippines,2005,39.875189,42.0
PHL,Philippines,2006,42.805572999999995,41.9
PHL,Philippines,2007,40.700773999999996,41.8
PHL,Philippines,2008,40.701026,41.8
PHL,Philippines,2009,41.38909,41.7
PHL,Philippines,2010,41.321265000000004,41.6
PHL,Philippines,2011,38.710555,41.5
PHL,Philippines,2012,38.848731,41.4
PHL,Philippines,2013,39.38221,41.4
PHL,Philippines,2014,39.991231,41.3
PHL,Philippines,2015,39.032138,41.2
RWA,Rwanda,1996,76.751768,49.0
RWA,Rwanda,1997,71.256297,49.3
RWA,Rwanda,1998,68.36138000000001,49.6
RWA,Rwanda,1999,69.58463499999999,50.0
RWA,Rwanda,2000,68.805375,50.3
RWA,Rwanda,2001,66.633788,50.5
RWA,Rwanda,2002,65.647543,50.7
RWA,Rwanda,2003,66.66207800000001,50.8
RWA,Rwanda,2004,66.822774,51.0
RWA,Rwanda,2005,64.524863,51.1
RWA,Rwanda,2006,63.442471999999995,51.1
RWA,Rwanda,2007,59.868052,51.1
RWA,Rwanda,2008,58.555285999999995,51.1
RWA,Rwanda,2009,58.701657999999995,51.1
RWA,Rwanda,2010,57.366012,51.0
RWA,Rwanda,2011,56.999805,50.9
RWA,Rwanda,2012,55.165162,50.7
RWA,Rwanda,2013,52.477204,50.6
RWA,Rwanda,2014,56.285106999999996,50.5
RWA,Rwanda,2015,55.878423,50.4
RWA,Rwanda,2016,54.650729000000005,50.4
SEN,Senegal,1997,69.889711,42.5
SEN,Senegal,1998,68.990078,42.5
SEN,Senegal,1999,71.538689,42.4
SEN,Senegal,2000,69.183559,42.3
SEN,Senegal,2001,70.010361,42.3
SEN,Senegal,2002,69.371548,42.2
SEN,Senegal,2003,68.915194,42.1
SEN,Senegal,2004,68.573707,42.0
SEN,Senegal,2005,67.816464,41.9
SEN,Senegal,2006,69.188372,41.8
SEN,Senegal,2007,70.83688599999999,41.7
SEN,Senegal,2008,67.54342199999999,41.7
SEN,Senegal,2009,66.265455,41.6
SEN,Senegal,2010,63.44854300000001,41.6
SEN,Senegal,2011,66.109184,41.5
SGP,Singapore,2000,31.089865999999997,38.8
SGP,Singapore,2001,30.964753,38.9
SGP,Singapore,2002,32.041856,39.0
SGP,Singapore,2003,36.590765000000005,39.1
SGP,Singapore,2004,34.96046,39.2
SGP,Singapore,2005,33.95389,39.3
SGP,Singapore,2006,31.846407,39.4
SGP,Singapore,2007,32.904726000000004,39.5
SGP,Singapore,2008,32.241015000000004,39.5
SGP,Singapore,2009,34.469621000000004,39.4
SGP,Singapore,2010,34.352814,39.4
SGP,Singapore,2011,32.799793,39.3
SGP,Singapore,2012,30.502709000000003,39.2
SGP,Singapore,2013,30.766087,39.0
SGP,Singapore,2014,31.322549,38.9
SGP,Singapore,2015,31.730371999999996,38.7
SGP,Singapore,2016,31.752384000000003,38.6
SGP,Singapore,2017,28.530226000000003,38.5
SVN,Slovenia,1995,38.690017,23.6
SVN,Slovenia,1996,39.120895000000004,23.6
SVN,Slovenia,1997,37.551407,23.4
SVN,Slovenia,1998,38.326125,23.5
SVN,Slovenia,1999,39.348759,23.4
SVN,Slovenia,2000,37.588733000000005,23.5
SVN,Slovenia,2001,36.25013,23.5
SVN,Slovenia,2002,36.680953,23.6
SVN,Slovenia,2003,36.734684,23.7
SVN,Slovenia,2004,35.848099,23.6
SVN,Slovenia,2005,35.129129999999996,24.0
SVN,Slovenia,2006,34.728083000000005,23.8
SVN,Slovenia,2007,34.964053,23.5
SVN,Slovenia,2008,35.630693,23.6
SVN,Slovenia,2009,36.684301,24.3
SVN,Slovenia,2010,37.338278,24.7
SVN,Slovenia,2011,37.673195,24.9
SVN,Slovenia,2012,38.483519,25.6
SVN,Slovenia,2013,40.436738,25.5
SVN,Slovenia,2014,40.414767,25.3
SVN,Slovenia,2015,40.039491999999996,25.2
SVN,Slovenia,2016,39.348931,24.7
SVN,Slovenia,2017,38.632844,24.5
ZAF,South Africa,1990,41.474607,58.7
ZAF,South Africa,1991,41.468115999999995,58.8
ZAF,South Africa,1992,41.280504,58.8
ZAF,South Africa,1993,43.826603999999996,58.7
ZAF,South Africa,1994,43.911483000000004,58.7
ZAF,South Africa,1995,43.42066,58.8
ZAF,South Africa,1996,41.408024,58.8
ZAF,South Africa,1997,40.661327,58.9
ZAF,South Africa,1998,39.295384000000006,58.9
ZAF,South Africa,1999,39.383224,58.9
ZAF,South Africa,2000,39.923336,58.9
ZAF,South Africa,2001,37.233001,59.1
ZAF,South Africa,2002,37.074892,59.2
ZAF,South Africa,2003,38.675290999999994,59.3
ZAF,South Africa,2004,40.009091,59.4
ZAF,South Africa,2005,38.898893,59.5
ZAF,South Africa,2006,40.569984999999996,59.6
ZAF,South Africa,2007,38.559798,59.5
ZAF,South Africa,2008,35.907505,59.4
ZAF,South Africa,2009,36.626018,59.4
ZAF,South Africa,2010,39.485997,59.2
ZAF,South Africa,2011,40.258188,59.4
ZAF,South Africa,2012,40.303771000000005,59.2
ZAF,South Africa,2013,40.726696999999994,59.5
ZAF,South Africa,2014,40.012676,59.7
ZAF,South Africa,2015,40.250522,59.9
TGO,Togo,2005,72.972364,42.8
TGO,Togo,2006,73.575714,43.0
TGO,Togo,2007,75.001018,43.2
TGO,Togo,2008,76.742926,43.3
TGO,Togo,2009,74.982392,43.5
TGO,Togo,2010,78.357499,43.7
TGO,Togo,2011,78.36194499999999,43.8
TGO,Togo,2012,80.134865,43.8
TGO,Togo,2013,78.166831,43.9
TGO,Togo,2014,78.517225,43.9
TGO,Togo,2015,80.108604,43.9
TTO,Trinidad and Tobago,1990,41.741014,41.5
TTO,Trinidad and Tobago,1991,37.068746000000004,41.5
TTO,Trinidad and Tobago,1992,42.059353,41.5
TTO,Trinidad and Tobago,1993,46.475224,41.6
TTO,Trinidad and Tobago,1994,41.5655,41.6
TTO,Trinidad and Tobago,1995,37.376498,41.6
TTO,Trinidad and Tobago,1996,34.618198,41.6
TTO,Trinidad and Tobago,1997,42.140612,41.6
TTO,Trinidad and Tobago,1998,49.197942,41.7
TTO,Trinidad and Tobago,1999,46.785927,41.7
